manipulated_export_path,manipulated_split,source,original_id,original_corpus,original_already_in_build,note
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_M_N_nat00084_nat00099_10071.tif,test,CASIA,nat00099,CASIA v2 authentic (Au/),False,donor=nat00084;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_M_N_nat00086_nat00085_10068.tif,test,CASIA,nat00085,CASIA v2 authentic (Au/),False,donor=nat00086;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_M_N_nat10131_nat00095_11907.jpg,test,CASIA,nat00095,CASIA v2 authentic (Au/),False,donor=nat10131;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_M_N_nat10159_ani00021_12058.jpg,test,CASIA,ani00021,CASIA v2 authentic (Au/),False,donor=nat10159;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg,test,CASIA,pla00033,CASIA v2 authentic (Au/),False,donor=pla00035;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_M_N_txt00050_txt00049_10368.tif,test,CASIA,txt00049,CASIA v2 authentic (Au/),False,donor=txt00050;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_M_O_ani00065_ani00041_10036.tif,test,CASIA,ani00041,CASIA v2 authentic (Au/),False,donor=ani00065;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_B_art00098_ani00070_01383.tif,test,CASIA,ani00070,CASIA v2 authentic (Au/),False,donor=art00098;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_B_cha00056_ani00070_00376.tif,test,CASIA,ani00070,CASIA v2 authentic (Au/),False,donor=cha00056;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_B_cha00085_ani00064_00405.tif,test,CASIA,ani00064,CASIA v2 authentic (Au/),False,donor=cha00085;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_B_pla00071_pla00070_11214.jpg,test,CASIA,pla00070,CASIA v2 authentic (Au/),False,donor=pla00071;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_B_sec00004_ind00069_00024.tif,test,CASIA,ind00069,CASIA v2 authentic (Au/),False,donor=sec00004;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_B_sec00093_sec00098_00113.tif,test,CASIA,sec00098,CASIA v2 authentic (Au/),False,donor=sec00093;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_ani00055_ani00019_11860.jpg,test,CASIA,ani00019,CASIA v2 authentic (Au/),False,donor=ani00055;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_ani10120_ani00100_11618.jpg,test,CASIA,ani00100,CASIA v2 authentic (Au/),False,donor=ani10120;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg,test,CASIA,sec00098,CASIA v2 authentic (Au/),False,donor=ani10120;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_ani10189_ani00058_12432.jpg,test,CASIA,ani00058,CASIA v2 authentic (Au/),False,donor=ani10189;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_ani10191_ani10190_12437.jpg,test,CASIA,ani10190,CASIA v2 authentic (Au/),False,donor=ani10191;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_ani10205_ani10206_12417.jpg,test,CASIA,ani10206,CASIA v2 authentic (Au/),False,donor=ani10205;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_art00005_art00005_00497.tif,test,CASIA,art00005,CASIA v2 authentic (Au/),False,donor=art00005;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_art00027_art00013_00695.tif,test,CASIA,art00013,CASIA v2 authentic (Au/),False,donor=art00027;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_art10111_art10112_11563.jpg,test,CASIA,art10112,CASIA v2 authentic (Au/),False,donor=art10111;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_cha00026_art00013_00500.tif,test,CASIA,art00013,CASIA v2 authentic (Au/),False,donor=cha00026;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_cha00028_art00013_00499.tif,test,CASIA,art00013,CASIA v2 authentic (Au/),False,donor=cha00028;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_cha10159_cha00086_12329.jpg,test,CASIA,cha00086,CASIA v2 authentic (Au/),False,donor=cha10159;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_ind00006_art00076_11745.jpg,test,CASIA,art00076,CASIA v2 authentic (Au/),False,donor=ind00006;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_nat00099_nat00061_10074.tif,test,CASIA,nat00061,CASIA v2 authentic (Au/),False,donor=nat00099;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_nat10108_sec00097_11696.jpg,test,CASIA,sec00097,CASIA v2 authentic (Au/),False,donor=nat10108;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_nat10113_ani00070_11482_1.jpg,test,CASIA,ani00070,CASIA v2 authentic (Au/),False,donor=nat10113;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_nat10129_ani00100_11644.jpg,test,CASIA,ani00100,CASIA v2 authentic (Au/),False,donor=nat10129;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_nat10164_ani00005_12093.jpg,test,CASIA,ani00005,CASIA v2 authentic (Au/),False,donor=nat10164;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_pla00037_pla00038_10064.tif,test,CASIA,pla00038,CASIA v2 authentic (Au/),False,donor=pla00037;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_sec00052_sec00055_11238.jpg,test,CASIA,sec00055,CASIA v2 authentic (Au/),False,donor=sec00052;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_sec00077_art00039_00098.tif,test,CASIA,art00039,CASIA v2 authentic (Au/),False,donor=sec00077;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_txt00039_txt00041_10828_1.jpg,test,CASIA,txt00041,CASIA v2 authentic (Au/),False,donor=txt00039;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_N_txt00041_txt00039_10829.jpg,test,CASIA,txt00039,CASIA v2 authentic (Au/),False,donor=txt00041;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_O_cha00030_ani00068_10042.tif,test,CASIA,ani00068,CASIA v2 authentic (Au/),False,donor=cha00030;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_O_cha00099_ani00061_10045.tif,test,CASIA,ani00061,CASIA v2 authentic (Au/),False,donor=cha00099;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CRN_S_O_nat10159_ani00024_12062_1.jpg,test,CASIA,ani00024,CASIA v2 authentic (Au/),False,donor=nat10159;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NND_L_B_arc00072_nat00097_00292.tif,test,CASIA,nat00097,CASIA v2 authentic (Au/),False,donor=arc00072;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NND_M_B_arc00097_arc00086_00317.tif,test,CASIA,arc00086,CASIA v2 authentic (Au/),False,donor=arc00097;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NND_M_B_sec00077_txt00065_10388.tif,test,CASIA,txt00065,CASIA v2 authentic (Au/),False,donor=sec00077;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NND_M_B_sec20062_arc20001_02136.tif,test,CASIA,arc20001,CASIA v2 authentic (Au/),False,donor=sec20062;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NND_M_N_arc00049_arc00092_00269.tif,test,CASIA,arc00092,CASIA v2 authentic (Au/),False,donor=arc00049;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NND_M_N_nat20025_arc20001_02225.tif,test,CASIA,arc20001,CASIA v2 authentic (Au/),False,donor=nat20025;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NND_M_N_pla00085_pla00086_00012.tif,test,CASIA,pla00086,CASIA v2 authentic (Au/),False,donor=pla00085;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NND_S_N_cha10144_cha10146_12230.jpg,test,CASIA,cha10146,CASIA v2 authentic (Au/),False,donor=cha10144;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NND_S_N_txt00062_txt00083_10824.jpg,test,CASIA,txt00083,CASIA v2 authentic (Au/),False,donor=txt00062;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_L_N_ani00010_nat00095_10218.tif,test,CASIA,nat00095,CASIA v2 authentic (Au/),False,donor=ani00010;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_L_N_ani00010_nat00099_10217.tif,test,CASIA,nat00099,CASIA v2 authentic (Au/),False,donor=ani00010;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_B_arc00073_nat00095_00293.tif,test,CASIA,nat00095,CASIA v2 authentic (Au/),False,donor=arc00073;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_B_arc10117_arc10115_10744.jpg,test,CASIA,arc10115,CASIA v2 authentic (Au/),False,donor=arc10117;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_B_cha10198_nat10160_12364_1.jpg,test,CASIA,nat10160,CASIA v2 authentic (Au/),False,donor=cha10198;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_B_nat00022_nat00031_00640.tif,test,CASIA,nat00031,CASIA v2 authentic (Au/),False,donor=nat00022;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_B_nat10106_nat00097_11352_1.jpg,test,CASIA,nat00097,CASIA v2 authentic (Au/),False,donor=nat10106;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_B_nat10128_ani00058_11541.jpg,test,CASIA,ani00058,CASIA v2 authentic (Au/),False,donor=nat10128;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_B_sec00036_nat00035_20123.tif,test,CASIA,nat00035,CASIA v2 authentic (Au/),False,donor=sec00036;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_B_sec20045_arc20001_02127.tif,test,CASIA,arc20001,CASIA v2 authentic (Au/),False,donor=sec20045;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_ani00051_ani00054_11131.jpg,test,CASIA,ani00054,CASIA v2 authentic (Au/),False,donor=ani00051;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_arc00010_nat00002_00230.tif,test,CASIA,nat00002,CASIA v2 authentic (Au/),False,donor=arc00010;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_arc00061_nat00074_10448.tif,test,CASIA,nat00074,CASIA v2 authentic (Au/),False,donor=arc00061;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_arc00070_arc00072_00290.tif,test,CASIA,arc00072,CASIA v2 authentic (Au/),False,donor=arc00070;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_arc10115_arc10117_10763.jpg,test,CASIA,arc10117,CASIA v2 authentic (Au/),False,donor=arc10115;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_arc10120_nat10156_12144.jpg,test,CASIA,nat10156,CASIA v2 authentic (Au/),False,donor=arc10120;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_art00023_nat00059_11875.jpg,test,CASIA,nat00059,CASIA v2 authentic (Au/),False,donor=art00023;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_art00023_nat10122_11873_1.jpg,test,CASIA,nat10122,CASIA v2 authentic (Au/),False,donor=art00023;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_art00088_txt00002_10327.tif,test,CASIA,txt00002,CASIA v2 authentic (Au/),False,donor=art00088;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_art00099_cha00050_11760.jpg,test,CASIA,cha00050,CASIA v2 authentic (Au/),False,donor=art00099;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_nat10103_pla10110_10115.tif,test,CASIA,pla10110,CASIA v2 authentic (Au/),False,donor=nat10103;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_pla10121_cha00027_11669_1.jpg,test,CASIA,cha00027,CASIA v2 authentic (Au/),False,donor=pla10121;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_pla10121_cha00028_11659.jpg,test,CASIA,cha00028,CASIA v2 authentic (Au/),False,donor=pla10121;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_sec00021_arc10118_10778.jpg,test,CASIA,arc10118,CASIA v2 authentic (Au/),False,donor=sec00021;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_sec00087_cha00062_11470_1.jpg,test,CASIA,cha00062,CASIA v2 authentic (Au/),False,donor=sec00087;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_sec20047_arc20001_02128.tif,test,CASIA,arc20001,CASIA v2 authentic (Au/),False,donor=sec20047;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_txt00013_txt00019_10847_1.jpg,test,CASIA,txt00019,CASIA v2 authentic (Au/),False,donor=txt00013;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_txt00040_txt00042_10007.tif,test,CASIA,txt00042,CASIA v2 authentic (Au/),False,donor=txt00040;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_txt00043_txt00051_10379.tif,test,CASIA,txt00051,CASIA v2 authentic (Au/),False,donor=txt00043;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_txt00060_txt00061_10186.tif,test,CASIA,txt00061,CASIA v2 authentic (Au/),False,donor=txt00060;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_txt00060_txt00062_10183.tif,test,CASIA,txt00062,CASIA v2 authentic (Au/),False,donor=txt00060;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_txt00062_txt00061_10185.tif,test,CASIA,txt00061,CASIA v2 authentic (Au/),False,donor=txt00062;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_N_txt00066_txt00065_10121.tif,test,CASIA,txt00065,CASIA v2 authentic (Au/),False,donor=txt00066;host_unconfirmed
/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_NNN_M_O_sec00031_nat00062_00052.tif,test,CASIA,nat00062,CASIA v2 authentic (Au/),False,donor=sec00031;host_unconfirmed
